SAMPLE_ID,식품명,식품상세분류,1회제공량,에너지(㎉),수분(g),단백질(g),지방(g),탄수화물(g),총당류(g),총 식이섬유(g),칼슘(㎎),철(㎎),마그네슘(㎎),인(㎎),칼륨(㎎),나트륨(㎎),아연(㎎),구리(㎎),망간(㎎),셀레늄(㎍)
R001573-ZZ-AVG,"돼지고기, 사태, 구운것(팬)",육류,100,209,60.3,28.47,9.74,0,0,0,8,1.2,27,255,412,99,3.83,0.077,0.005,24.79
R001574-ZZ-AVG,"돼지고기, 살코기, 생것",육류,100,186,68.4,19.78,11.25,0,0,0,6,0.65,21,183,325,49,2.13,0.032,0.005,20.67
R001575-ZZ-AVG,"돼지고기, 삼겹살(삼겹살), 생것",육류,100,379,50.3,13.27,35.7,0,0,0,6,0.42,14,143,231,55,1.7,0.026,0,14.06
R001576-ZZ-AVG,"돼지고기, 삼겹살(삼겹살), 삶은것",육류,100,414,41.8,19.58,36.64,-,0,0,7,0.58,14,140,173,40,2.59,0.044,0,22.45
R001577-ZZ-AVG,"돼지고기, 삼겹살(삼겹살), 구운것(팬)",육류,100,469,30.9,22.78,41.2,-,0,0,14,0.68,22,256,381,80,2.62,0.049,0.004,35.18
R001578-ZZ-AVG,"돼지고기, 안심(안심살), 생것",육류,100,123,74.4,22.21,3.15,0,0,0,3,0.78,26,211,373,46,1.93,0.051,0.003,20.62
R001579-ZZ-AVG,"돼지고기, 안심(안심살), 삶은것",육류,100,177,61.4,32.32,4.31,0,0,0,5,1.33,27,217,289,37,3.44,0.109,0.007,32.62
R001580-ZZ-AVG,"돼지고기, 안심(안심살), 구운것(팬)",육류,100,172,63.5,30.23,4.76,0,0,0,5,1.03,33,277,479,57,2.6,0.08,0.005,28.63
R001581-ZZ-AVG,"돼지고기, 앞다리(꾸리살), 생것",육류,100,134,73.1,18.84,5.91,-,0,0,5,0.92,21,175,328,48,3.04,0.051,0.008,23.25
R001582-ZZ-AVG,"돼지고기, 뒷다리(도가니살), 생것",육류,100,129,72.5,21.29,4.23,0,0,0,5,0.64,23,188,348,46,1.86,0.032,0.004,18.97
R001583-ZZ-AVG,"돼지고기, 뒷다리(뒷사태살), 생것",육류,100,134,73,20.51,5.11,0,0,0,5,1,21,171,315,48,3.1,0.04,0.006,21.23
R001584-ZZ-AVG,"돼지고기, 뒷다리(보섭살), 생것",육류,100,137,71.8,21.13,5.14,0,0,0,5,0.73,23,195,344,45,1.75,0.03,0.005,20.34
R001585-ZZ-AVG,"돼지고기, 뒷다리(볼기살), 생것",육류,100,132,73.1,20.79,4.81,0,0,0,5,0.61,23,201,349,51,1.87,0.033,0.005,19.81
R001586-ZZ-AVG,"돼지고기, 뒷다리(설깃살), 생것",육류,100,138,72.5,20.9,5.39,0,0,0,4,0.52,23,184,334,49,1.65,0.029,0.003,18.37
R001587-ZZ-AVG,"돼지고기, 뒷다리(홍두깨살), 생것",육류,100,135,73.3,20.03,5.44,0,0,0,4,0.87,23,180,337,43,2.71,0.039,0.006,23.81
R001588-ZZ-AVG,"돼지고기, 등심(등심덧살), 생것",육류,100,199,66.9,17.51,13.74,0,0,0,7,0.73,19,167,300,52,2.89,0.037,0.005,23.73
R001589-ZZ-AVG,"돼지고기, 등심(알등심살), 생것",육류,100,144,70.9,22.9,5.13,0,0,0,5,0.46,25,225,395,45,1.84,0.019,0.005,21.07
R001590-ZZ-AVG,"돼지고기, 앞다리(부채살), 생것",육류,100,151,71.6,20.09,7.18,0,0,0,7,0.83,20,181,330,54,2.62,0.046,0.006,21.87
R001591-ZZ-AVG,"돼지고기, 앞다리(앞사태살), 생것",육류,100,131,73.5,20.82,4.68,0,0,0,5,0.99,21,173,318,62,3.6,0.055,0.008,23.49
R001592-ZZ-AVG,"돼지고기, 삼겹살(갈매기살), 생것",육류,100,186,67.9,17.92,12.16,-,0,0,6,1.58,20,184,307,56,2.73,0.097,0.015,25.25
R001593-ZZ-AVG,"돼지고기, 삼겹살(등갈비), 생것",육류,100,231,65.3,17.88,17.19,0,0,0,18,0.71,20,179,297,52,2.33,0.036,0.006,24.06
R001594-ZZ-AVG,"돼지고기, 삼겹살(토시살), 생것",육류,100,140,71.8,20.46,5.82,0,0,0,7,1.82,20,192,323,59,3.51,0.114,0.019,22.32
R001595-ZZ-AVG,"돼지고기, 삼겹살(오돌삼겹), 생것",육류,100,316,58.4,17.12,26.89,0,0,0,24,0.68,16,144,241,102,2.11,0.04,0.007,24.75
R001596-ZZ-AVG,"돼지고기, 앞다리(앞다리살), 생것",육류,100,159,71.4,20.56,7.92,0,0,0,5,0.69,21,181,327,50,2.53,0.036,0.005,19.16
R001597-ZZ-AVG,"돼지고기, 앞다리(항정살), 생것",육류,100,298,57.6,17.98,24.52,0,0,0,4,0.39,17,152,282,50,1.85,0.022,0.001,21.74
R001598-ZZ-AVG,"돼지고기, 앞다리(주걱살), 생것",육류,100,143,72.3,20.49,6.13,0,0,0,4,0.68,24,209,371,41,1.91,0.041,0.007,23.31
R001599-ZZ-AVG,"돼지 부산물, 간, 생것",육류,100,125,73.4,18.7,3.9,2.6,-,-,16,18.2,-,327,299,75,-,-,-,-
R001600-ZZ-AVG,"돼지 부산물, 간, 삶은것",육류,100,165,64.32,26.02,4.4,3.76,-,0,10,17.92,14,241,150,49,6.72,0.634,0.3,67.5
R001601-ZZ-AVG,"돼지 부산물, 대장, 생것",육류,100,219,70.9,8.7,20.2,0,-,-,20,1.2,-,61,40,21,-,-,-,-
R001602-ZZ-AVG,"돼지 부산물, 대장, 삶은것",육류,100,179,74.1,11.7,13.8,0,-,-,15,1.6,10,93,27,21,1.8,0.12,0.03,-
R001603-ZZ-AVG,"돼지 부산물, 맹장, 생것",육류,100,358,54.3,10.8,34.6,0,-,-,16,0.2,-,133,127,54,-,-,-,-
R001604-ZZ-AVG,"돼지 부산물, 머리고기, 생것",육류,100,272,57.4,20.6,20.3,0.2,-,-,14,0.4,-,72,86,448,-,-,-,-
R001605-ZZ-AVG,"돼지 부산물, 비장, 생것",육류,100,86,79.9,18,1,0,-,-,7,22.4,-,257,340,92,-,-,-,-
R001606-ZZ-AVG,"돼지 부산물, 소장(곱창), 생것",육류,100,71,85.6,11.9,2.2,0,-,-,18,2.3,-,119,104,54,-,-,-,-
R001607-ZZ-AVG,"돼지 부산물, 소장(곱창), 삶은것",육류,100,171,73.7,14,11.9,0,-,-,21,1.4,13,130,14,13,2,0.08,0.04,-
R001608-ZZ-AVG,"돼지 부산물, 신장, 생것",육류,100,109,77.2,16.7,3.7,1.2,-,-,76,4.5,-,247,196,114,-,-,-,-
R001609-ZZ-AVG,"돼지 부산물, 신장, 삶은것",육류,100,151,68.7,25.4,4.7,0,-,0,13,5.29,18,240,143,80,4.15,0.683,0.149,311.5
R001610-ZZ-AVG,"돼지 부산물, 심장, 생것",육류,100,113,77.2,18,4,0,-,-,6,3.5,-,187,235,133,-,-,-,-
R001611-ZZ-AVG,"돼지 부산물, 심장, 삶은것",육류,100,148,68.08,23.6,5.05,0.4,-,0,7,5.83,24,178,206,35,3.09,0.508,0.073,18.3
R001612-ZZ-AVG,"돼지 부산물, 위, 생것",육류,100,111,78.3,17.3,4.1,0,-,-,12,1.2,-,139,178,121,-,-,-,-
R001613-ZZ-AVG,"돼지 부산물, 자궁, 생것",육류,100,73,82.5,15.4,0.8,0,-,-,12,0.3,-,118,131,195,-,-,-,-
R001614-ZZ-AVG,"돼지 부산물, 족발, 생것",육류,100,212,64.99,23.16,12.59,0,0,0,70,0.58,6,75,63,132,0.76,0.07,0,23.3
R001615-ZZ-AVG,"돼지 부산물, 족발, 삶은것",육류,100,238,62.85,21.94,16.05,0,0,0,0,0.98,5,82,33,73,1.05,0.062,0.018,23
R001616-ZZ-AVG,"돼지 부산물, 족발, 조미, 삶은것",육류,100,220,58.9,28.91,11.65,0,0.28,0,13,0.92,28,162,201,332,3.63,0.08,0.028,22.82
R001617-ZZ-AVG,"돼지 부산물, 직장, 생것",육류,100,332,57.5,9.9,32.1,0,-,-,12,0.1,-,93,100,73,-,-,-,-
R001618-ZZ-AVG,"돼지 부산물, 췌장, 생것",육류,100,152,72.1,20.7,7.1,0,-,-,22,3.8,-,315,308,85,-,-,-,-
R001619-ZZ-AVG,"돼지 부산물, 허파, 생것",육류,100,85,79.52,14.08,2.72,0,-,0,7,18.9,14,196,303,153,2.03,0.083,0.017,17.8
R001620-ZZ-AVG,"돼지 부산물, 허파, 삶은것",육류,100,99,80,16.6,3.1,0,-,0,8,16.41,12,186,151,81,2.45,0.08,0.015,23.4
R001621-ZZ-AVG,"소시지, 말린것",육류,100,497,24.8,25.4,43,2.1,-,-,14,2.5,22,240,370,1400,4,0.12,0.09,-
R001622-ZZ-AVG,"소시지, 리용소시지",육류,100,192,65.2,14.9,13.1,3.7,-,-,13,1,16,240,200,910,1.7,0.11,0.06,-
R001623-ZZ-AVG,"소시지, 볼로냐소시지",육류,100,251,60.9,12.5,21,2.9,-,-,9,1,13,210,180,830,1.5,0.1,0.05,-
R001624-ZZ-AVG,"소시지, 위너(비엔나)소시지",육류,100,254,55.6,15.27,16.91,9.35,1.02,0,30,0.74,15,208,368,732,1.65,0.052,0.026,24.93
R001625-ZZ-AVG,"소시지, 이탈리안소시지",육류,100,346,51.08,14.25,31.33,0.65,-,0,18,1.18,14,142,253,731,1.79,0.08,0.058,24.8
R001626-ZZ-AVG,"소시지, 프랑크푸르트소시지",육류,100,244,59.3,14.41,17.7,5.9,1.28,0.1,9,0.47,15,227,232,795,1.44,0.034,0.01,21.45
R001627-ZZ-AVG,"햄, 등심햄",육류,100,126,71.2,20.66,3.34,1.97,1.53,0,8,0.36,22,266,280,759,1.14,0.024,0.058,33.15
R001628-ZZ-AVG,"햄, 런천미트햄",육류,100,201,62.5,15.43,11.53,7.92,1.04,0,7,0.69,15,196,214,778,1.34,0.042,0.026,23.76
R001632-ZZ-AVG,"햄, 슬라이스햄",육류,100,193,65.4,17.01,12.82,2.3,1.34,0,27,0.77,26,200,368,703,1.68,0.059,0.038,13.6
R001634-ZZ-AVG,"포크커틀릿, 냉동",육류,100,286,49.9,9.4,18.2,21,-,-,23,1.2,-,142,172,345,-,-,-,-
R001635-ZZ-AVG,"포크커틀릿, 냉동, 튀긴것",육류,100,367,37.1,16.6,23.7,21.2,-,-,15,0.3,-,152,256,166,-,-,-,-
R001636-ZZ-AVG,"돼지불고기, 생것",육류,100,132,74.9,14.1,6.9,2.4,-,-,16,1,-,146,253,330,-,-,-,-
R001637-ZZ-AVG,베이컨,육류,100,245,58.9,15.27,17.12,6.44,0.98,0,4,0.39,14,211,199,654,1.59,0.024,0.006,17.51
R001638-ZZ-AVG,"베이컨, 구운것",육류,100,548,12.52,35.73,43.27,1.35,0,0,10,1.49,30,506,539,2193,3.36,0.182,0.022,59
R001641-ZZ-AVG,"메추리고기, 생것",육류,100,208,65.4,20.5,12.9,0.1,-,-,15,2.9,27,100,280,35,0.8,0.11,0.02,-
R001642-ZZ-AVG,"멧돼지고기, 생것",육류,100,268,60.1,18.8,19.8,0.5,-,-,4,2.5,20,170,270,45,3.2,0.12,0.01,11
R001643-ZZ-AVG,"멧돼지고기, 앞다리, 생것",육류,100,188,68.8,21.5,10.7,0,-,-,11,2.1,-,70,304,55,-,-,-,-
R001644-ZZ-AVG,"소고기, 미국산, 갈비, 구운것(오븐)",육류,100,400,43.4,22.57,33.7,0,-,0,11,2.17,20,175,304,65,5.39,0.083,0.013,28.4
R001645-ZZ-AVG,"소고기, 미국산, 목심(목심살), 생것",육류,100,265,59.93,16.98,21.31,0,0,0,10,2.01,17,160,267,67,4.9,0.072,0.012,16.2
R001646-ZZ-AVG,"소고기, 미국산, 목심(목심살), 삶은것",육류,100,359,46.32,26.37,27.26,0,0,0,13,3.08,19,198,230,64,8.23,0.124,0.015,24.5
R001647-ZZ-AVG,"소고기, 미국산, 사태, 끓인것",육류,100,201,58.21,33.68,6.36,0,-,0,32,3.86,30,263,447,64,10.49,0.172,0.02,30
R001648-ZZ-AVG,"소고기, 미국산, 설도, 구운것(석쇠)",육류,100,164,66.61,28.45,4.67,0,0,0,6,2.35,19,183,238,38,4.92,0.079,0.01,35.6
R001649-ZZ-AVG,"소고기, 미국산, 안심(안심살), 구운것",육류,100,267,56.04,26.46,17.12,0,0,0,19,1.69,22,205,329,54,4.76,0.079,0.009,28.6
R001650-ZZ-AVG,"소고기, 한우, 갈비, 생것",육류,100,298,56.4,16.5,24.4,1.9,-,-,9,3,-,110,194,127,-,-,-,-
R001651-ZZ-AVG,"소고기, 한우, 등심, 생것",육류,100,304,55.3,15.61,26.3,-,0,0,11,2.24,17,147,241,56,4.49,0.038,0,20.17
R001652-ZZ-AVG,"소고기, 한우, 등심, 삶은것",육류,100,348,46.5,25.2,26.63,0,0,0,7,3,18,159,195,33,6.43,0.051,0,19.86
R001653-ZZ-AVG,"소고기, 한우, 등심, 구운것(팬)",육류,100,387,41.7,18.9,33.99,-,0,0,8,2.92,19,178,262,59,5.82,0.059,0,20.47
R001654-ZZ-AVG,"소고기, 한우(1등급), 살코기, 생것",육류,100,207,58.2,18.62,14.09,0,0,0,5,2.23,17,160,269,49,4.49,0.042,0.012,19.65
R001655-ZZ-AVG,"소고기, 한우, 양지, 생것",육류,100,247,61,18.58,18.59,0,0,0,5,1.92,18,163,265,55,4.82,0.035,0,23.79
R001656-ZZ-AVG,"소고기, 한우, 양지, 삶은것",육류,100,268,51,33.09,14.05,-,0,0,8,2.47,19,162,174,38,7.65,0.05,0,22.23
R001657-ZZ-AVG,"소고기, 한우, 양지, 구운것(팬)",육류,100,302,49.7,25.6,21.32,-,0,0,7,2.4,23,219,347,74,5.85,0.048,0,27.29
R001658-ZZ-AVG,"소고기, 한우, 채끝(채끝살), 생것",육류,100,124,76.2,17.1,5.6,0.2,-,-,11,2.2,-,111,261,63,-,-,-,-
R001659-ZZ-AVG,"소고기, 한우(1++등급), 등심, 생것",육류,100,278,59.2,16.9,22.8,0,-,-,51,-,-,134,234,43,-,-,-,-
R001660-ZZ-AVG,"소고기, 한우(1++등급), 목심(목심살), 생것",육류,100,218,64.9,18.8,15.3,0,-,-,71,-,-,154,266,60,-,-,-,-
R001661-ZZ-AVG,"소고기, 한우(1++등급), 설도(보섭살), 생것",육류,100,204,66,19.7,13.3,0,-,-,57,-,-,186,281,82,-,-,-,-
R001662-ZZ-AVG,"소고기, 한우(1++등급), 설도(설깃살), 생것",육류,100,196,66.4,19.5,12.5,0,-,-,50,-,-,169,252,80,-,-,-,-
R001663-ZZ-AVG,"소고기, 한우(1++등급), 앞다리(꾸리살), 생것",육류,100,167,70.1,19.5,9.3,0,-,-,69,-,-,167,279,70,-,-,-,-
R001664-ZZ-AVG,"소고기, 한우(1++등급), 우둔(우둔살), 생것",육류,100,171,68.4,20.6,9.2,0,-,-,48,-,-,189,325,48,-,-,-,-
R001665-ZZ-AVG,"소고기, 한우(1++등급), 우둔(홍두깨살), 생것",육류,100,161,69.8,21.2,7.8,0,-,-,65,-,-,196,354,62,-,-,-,-
R001666-ZZ-AVG,"소고기, 한우(1++등급), 양지(양지머리), 생것",육류,100,198,67,19.1,12.9,0,-,-,55,-,-,163,170,104,-,-,-,-
R001667-ZZ-AVG,"소고기, 한우(1++등급), 양지(업진살), 생것",육류,100,253,61.4,17.8,19.6,0,-,-,56,-,-,170,213,101,-,-,-,-
R001668-ZZ-AVG,"소고기, 한우(1++등급), 채끝(채끝살), 생것",육류,100,265,59.4,17.8,21,0,-,-,48,-,-,173,288,48,-,-,-,-
R001669-ZZ-AVG,"소고기, 한우(3등급), 등심, 생것",육류,100,117,74.6,21.3,2.9,0,-,-,-,-,-,186,327,49,-,-,-,-
R001670-ZZ-AVG,"소고기, 한우(3등급), 목심(목심살), 생것",육류,100,102,75.9,21.4,1.2,0,-,-,-,-,-,179,285,69,-,-,-,-
R001671-ZZ-AVG,"소고기, 한우(3등급), 설도(보섭살), 생것",육류,100,108,74.8,22.2,1.5,0,-,-,-,-,-,194,271,104,-,-,-,-
R001672-ZZ-AVG,"소고기, 한우(3등급), 설도(설깃살), 생것",육류,100,104,75.4,22.2,1,0,-,-,-,-,-,194,312,83,-,-,-,-
R001673-ZZ-AVG,"소고기, 한우(3등급), 앞다리(꾸리살), 생것",육류,100,103,75.8,21.5,1.2,0,-,-,-,-,-,182,301,77,-,-,-,-
R001674-ZZ-AVG,"소고기, 한우(3등급), 우둔(우둔살), 생것",육류,100,107,75,22.8,1.1,0,-,-,-,-,-,210,367,58,-,-,-,-
R001675-ZZ-AVG,"소고기, 한우(3등급), 우둔(홍두깨살), 생것",육류,100,105,75.4,22.5,1,0,-,-,-,-,-,210,374,61,-,-,-,-
R001676-ZZ-AVG,"소고기, 한우(3등급), 양지(양지머리), 생것",육류,100,105,75.8,21.4,1.5,0,-,-,-,-,-,180,173,125,-,-,-,-
R001677-ZZ-AVG,"소고기, 한우(3등급), 양지(업진살), 생것",육류,100,112,74.8,21.7,2.1,0,-,-,-,-,-,190,322,86,-,-,-,-
R001678-ZZ-AVG,"소고기, 한우(3등급), 채끝(채끝살), 생것",육류,100,114,74.4,22.4,2,0,-,-,-,-,-,196,342,62,-,-,-,-
R001679-ZZ-AVG,"소고기, 한우(1등급), 목심(목심살), 생것",육류,100,189,65.9,21.6,10.69,0,0,0,9,2.63,18,171,295,61,6.45,0.041,0.025,21.03
R001680-ZZ-AVG,"소고기, 한우(1등급), 설도(보섭살), 생것",육류,100,161,69,21.75,7.57,0,0,0,5,2.99,23,209,336,49,4.49,0.063,0.014,23.71
R001681-ZZ-AVG,"소고기, 한우(1등급), 설도(설깃살), 생것",육류,100,200,65.8,21.09,12.22,0,0,0,5,2.43,21,192,310,51,3.97,0.049,0.01,21.27
R001682-ZZ-AVG,"소고기, 한우(1등급), 안심(안심살), 생것",육류,100,200,66.6,19.17,13.14,0,0,0,5,2.78,14,197,337,45,4,0.065,0.014,20.86
R001683-ZZ-AVG,"소고기, 한우(1등급), 앞다리(꾸리살), 생것",육류,100,155,70.3,20.61,7.43,0,0,0,6,2.98,20,186,310,58,5.92,0.052,0.014,21.56
R001684-ZZ-AVG,"소고기, 한우(1등급), 우둔(우둔살), 생것",육류,100,164,69,23.08,7.29,0,0,0,5,2.67,22,197,327,51,4.62,0.049,0.017,20.96
R001685-ZZ-AVG,"소고기, 한우(1등급), 우둔(홍두깨살), 생것",육류,100,145,71.3,22.66,5.38,0,0,0,5,2.21,23,211,367,46,4.38,0.051,0.011,21.56
R001686-ZZ-AVG,"소고기, 한우(1등급), 양지(양지머리), 생것",육류,100,185,67.2,21.16,10.49,0,0,0,5,2.52,21,192,316,57,4.78,0.046,0.014,22.01
R001687-ZZ-AVG,"소고기, 한우(1등급), 양지(업진살), 생것",육류,100,251,60.6,21.15,17.87,0,0,0,5,2.04,18,159,282,55,4.58,0.036,0.01,22.63
R001688-ZZ-AVG,"소고기, 한우(1등급), 채끝(채끝살), 생것",육류,100,218,63.4,17.59,15.79,-,0,0,4,2.32,21,181,308,47,4.14,0.037,0.011,23.87
R001689-ZZ-AVG,"소고기, 한우(1등급), 앞다리(부채살), 생것",육류,100,261,60.2,20.7,19.14,0,0,0,5,2.44,16,156,257,58,5.49,0.05,0.012,20.43
R001690-ZZ-AVG,"소고기, 한우(1등급), 앞다리(앞다리살), 생것",육류,100,177,67.8,21.53,9.38,0,0,0,5,2.8,22,197,320,54,5.05,0.058,0.016,21.85
R001691-ZZ-AVG,"소고기, 한우(1등급), 갈비(꽃갈비), 생것",육류,100,383,48.1,15.35,35.25,0,0,0,7,1.74,11,118,196,47,4.47,0.029,0.009,18.21
R001692-ZZ-AVG,"소고기, 한우(1등급), 갈비(본갈비), 생것",육류,100,303,54.9,16.94,25.61,-,0,0,6,2.12,14,136,222,48,4.93,0.035,0.012,19.19
R001693-ZZ-AVG,"소고기, 한우(1등급), 갈비(안창살), 생것",육류,100,284,58,15.46,24.16,-,0,0,8,3.22,17,163,252,44,4.24,0.108,0.022,22.93
R001694-ZZ-AVG,"소고기, 한우(1등급), 갈비(제비추리), 생것",육류,100,175,68.5,21.95,9.06,0,0,0,6,3.11,19,181,319,49,6.55,0.05,0.015,21.94
R001695-ZZ-AVG,"소고기, 한우(1등급), 갈비(참갈비), 생것",육류,100,390,47.3,15.89,35.76,0,0,0,4,1.59,11,112,187,46,3.72,0.03,0.007,18.63
R001696-ZZ-AVG,"소고기, 한우(1등급), 갈비(토시살), 생것",육류,100,264,60.2,19.63,20.02,0,0,0,3,3.21,16,159,258,46,3.76,0.118,0.022,24.56
R001697-ZZ-AVG,"소고기, 한우(1등급), 등심(꽃등심살), 생것",육류,100,326,52.8,17.76,27.73,-,0,0,5,2.09,15,144,245,42,4.55,0.034,0.01,23.78
R001698-ZZ-AVG,"소고기, 한우(1등급), 등심(살치살), 생것",육류,100,309,55.9,16.68,26.39,0,0,0,3,2.54,16,144,232,47,5.34,0.049,0.012,19.57
R001699-ZZ-AVG,"소고기, 한우(1등급), 등심(아래등심살), 생것",육류,100,256,60.2,17.79,19.96,-,0,0,5,2.21,18,169,293,44,4.21,0.034,0.011,22.6
R001700-ZZ-AVG,"소고기, 한우(1등급), 등심(윗등심살), 생것",육류,100,301,55.9,20.05,23.89,0,0,0,6,2.23,15,142,244,51,5,0.035,0.012,20.84
R001701-ZZ-AVG,"소고기, 한우(1등급), 사태(뒷사태), 생것",육류,100,151,71,22.93,5.85,0,0,0,5,2.81,19,180,311,67,5.68,0.059,0.014,20.9
R001702-ZZ-AVG,"소고기, 한우(1등급), 사태(뭉치사태), 생것",육류,100,146,71.2,24.04,4.86,0,0,0,5,2.84,23,204,338,57,5.61,0.058,0.014,21.7
R001703-ZZ-AVG,"소고기, 한우(1등급), 사태(상박살), 생것",육류,100,165,68.7,21.38,8.17,0,0,0,4,2.56,18,176,294,59,6.24,0.054,0.014,22.12
R001704-ZZ-AVG,"소고기, 한우(1등급), 사태(아롱사태), 생것",육류,100,256,58.8,21.47,18.27,0,0,0,5,2.23,15,139,226,66,5.25,0.039,0.014,20.89
R001705-ZZ-AVG,"소고기, 한우(1등급), 사태(앞사태), 생것",육류,100,146,72.2,23.1,5.24,0,0,0,7,2.68,19,183,299,66,6.16,0.054,0.013,22.46
R001706-ZZ-AVG,"소고기, 한우(1등급), 설도(도가니살), 생것",육류,100,160,70.1,20.37,8.14,0,0,0,5,2.66,22,206,343,52,5.54,0.049,0.011,21.79
R001707-ZZ-AVG,"소고기, 한우(1등급), 설도(삼각살), 생것",육류,100,221,64.4,21.01,14.52,0,0,0,5,2.52,20,186,310,49,4.8,0.044,0.011,21.31
R001708-ZZ-AVG,"소고기, 한우(1등급), 설도(설깃머리살), 생것",육류,100,193,66.6,20.21,11.84,0,0,0,5,3.21,21,203,313,50,4.99,0.072,0.014,22.51
R001709-ZZ-AVG,"소고기, 한우(1등급), 앞다리(갈비덧살), 생것",육류,100,184,66.9,20.39,10.73,-,0,0,5,2.46,22,197,334,51,4.33,0.05,0.012,22.54
R001710-ZZ-AVG,"소고기, 한우(1등급), 앞다리(부채덮개살), 생것",육류,100,149,70.3,21.39,6.34,0,0,0,6,2.7,21,193,327,68,5.67,0.046,0.012,20.86
R001711-ZZ-AVG,"소고기, 한우(1등급), 양지(앞치마살), 생것",육류,100,284,59,18.69,22.65,0,0,0,4,2.14,19,161,286,47,5.05,0.031,0.01,21.76
R001712-ZZ-AVG,"소고기, 한우(1등급), 양지(업진안살), 생것",육류,100,221,61.1,17.76,16.07,-,0,0,5,2.6,18,164,289,47,5.15,0.045,0.014,22.27
R001713-ZZ-AVG,"소고기, 한우(1등급), 양지(차돌박이), 생것",육류,100,394,47.4,16.45,35.94,0,0,0,7,1.43,11,107,171,66,3.1,0.026,0.009,17.25
R001714-ZZ-AVG,"소고기, 한우(1등급), 양지(치마살), 생것",육류,100,217,64.1,21.8,13.75,0,0,0,4,2.69,18,193,299,46,6.71,0.044,0.011,21.74
R001715-ZZ-AVG,"소고기, 한우(1등급), 양지(치마양지), 생것",육류,100,179,67.5,22.27,9.34,0,0,0,5,1.87,21,190,334,65,5.12,0.029,0.01,22.05
R001716-ZZ-AVG,"소 부산물, 간, 생것",육류,100,131,72.8,19,4.6,2.2,-,-,6,8,-,228,318,65,-,-,-,-
R001717-ZZ-AVG,"소 부산물, 골, 생것",육류,100,120,79.5,9.3,8.2,1.7,-,-,14,2.8,-,292,259,154,-,-,-,-
R001718-ZZ-AVG,"소 부산물, 꼬리, 생것",육류,100,246,62.7,17.4,19,0,-,-,22,1.5,-,165,189,42,-,-,-,-
R001719-ZZ-AVG,"소 부산물, 선지(피), 생것",육류,100,52,85.3,10.1,0,2.2,-,-,8,23.7,-,9,34,598,-,-,-,-
R001720-ZZ-AVG,"소 부산물, 소장(곱창), 생것",육류,100,141,79.2,9,11.3,0.1,-,-,12,2.1,-,97,98,45,-,-,-,-
R001721-ZZ-AVG,"소 부산물, 신장, 생것",육류,100,90,81.7,15.6,1.7,2.2,-,-,22,6.4,-,168,261,122,-,-,-,-
R001722-ZZ-AVG,"소 부산물, 심장, 생것",육류,100,105,79.2,15.8,4.2,0,-,-,5,4.5,-,137,249,70,-,-,-,-
R001723-ZZ-AVG,"소 부산물, 양(위), 생것",육류,100,61,87.7,9.9,2,0.1,-,-,14,3,-,67,105,33,-,-,-,-
R001724-ZZ-AVG,"소 부산물, 천엽, 생것",육류,100,51,88.5,10.3,0.7,0.1,-,-,16,3.5,-,103,95,28,-,-,-,-
R001725-ZZ-AVG,"소 부산물, 허파, 생것",육류,100,82,80.4,15.8,0.9,1.6,-,-,-,6.6,-,193,241,54,-,-,-,-
R001726-ZZ-AVG,"소 부산물, 혀, 생것",육류,100,186,71.8,13,14.5,0,-,-,5,2.5,-,136,170,87,-,-,-,-
R001727-ZZ-AVG,"소 부산물, 미국산, 간, 삶은것",육류,100,191,58.81,29.08,5.26,5.13,0,0,6,6.54,21,497,352,79,5.3,14.283,0.356,36.1
R001728-ZZ-AVG,"소 부산물, 미국산, 골, 끓인것",육류,100,151,74.86,11.67,10.53,1.48,0,0,9,2.3,12,335,244,108,1.09,0.23,0.028,21.8
R001729-ZZ-AVG,"소 부산물, 미국산, 신장, 끓인것",육류,100,157,66.44,27.28,5.27,0,0,0,14,5.7,18,338,144,123,2.6,0.563,0.155,105.2
R001730-ZZ-AVG,"소 부산물, 미국산, 심장, 끓인것",육류,100,165,65.67,28.48,4.73,0.15,0,0,5,6.38,21,254,219,59,2.87,0.559,0.033,38.9
R001731-ZZ-AVG,"소 부산물, 미국산, 허파, 삶은것",육류,100,120,76.4,20.4,3.7,0,-,0,11,5.4,10,178,173,101,1.64,0.221,0.015,50.3
R001732-ZZ-AVG,"소 부산물, 미국산, 혀, 끓인것",육류,100,284,57.87,19.29,22.3,0,0,0,5,2.61,15,145,184,65,4.09,0.148,0.018,13.2
R001733-ZZ-AVG,"소 부산물, 외국산, 대장, 생것",육류,100,162,77.2,9.3,13,0,-,-,9,0.8,8,77,120,61,1.3,0.05,0.05,-
R001734-ZZ-AVG,"소불고기, 생것",육류,100,136,74.7,11.5,7.8,4.3,-,-,12,1.8,-,95,139,396,-,-,-,-
R001735-ZZ-AVG,양지국물,육류,100,4,98.8,1,0,0,-,-,2,0.5,-,24,66,26,-,-,-,-
R001736-ZZ-AVG,"우족국물, 중량3배물",육류,100,2,99.6,0.3,0.1,0,-,-,2,0,-,4,8,14,-,-,-,-
R001737-ZZ-AVG,육포,육류,100,361,15.2,49,8.2,20.2,-,-,13,6.4,-,606,700,2180,-,-,-,-
R001738-ZZ-AVG,잡뼈국물,육류,100,27,94.5,4.3,1,0,-,-,2,1.6,-,4,24,61,-,-,-,-
